X Gaze Data, Y Gaze Data, Time 
2330,1290,245009373
2387,1281,245009386
2418,1274,245009396
2432,1273,245009410
2433,1273,245009417
2441,1278,245009430
2441,1279,245009482
2442,1288,245009546
2461,1286,245009579
2457,1291,245009602
2458,1303,245009611
2458,1313,245009619
2456,1309,245009627
2445,1299,245009639
2424,1257,245009650
2414,1236,245009660
2398,1204,245009674
2375,1174,245009683
2371,1172,245009695
2359,1152,245009705
2355,1117,245009717
2350,1123,245009727
2348,1133,245009739
2355,1128,245009750
2359,1123,245009760
2351,1129,245009772
2345,1116,245009783
2345,1105,245009793
2303,1100,245009805
2249,1075,245009817
2133,1050,245009827
2080,1034,245009839
2003,1005,245009850
1924,978,245009861
1914,974,245009873
1842,954,245009892
1753,934,245009897
1759,942,245009905
1780,957,245009920
1783,949,245009928
1789,949,245009939
1786,949,245009949
1785,947,245009960
1781,942,245009974
1779,933,245009985
1777,933,245009993
1772,926,245010005
1769,907,245010016
1754,854,245010027
1750,845,245010038
1744,830,245010050
1746,789,245010060
1744,781,245010073
1750,767,245010083
1749,754,245010095
1751,749,245010105
1749,742,245010120
1753,736,245010128
1754,735,245010139
1756,731,245010150
1752,732,245010160
1753,736,245010172
1750,752,245010183
1748,759,245010194
1747,758,245010205
1746,757,245010216
1745,757,245010227
1743,755,245010239
1743,760,245010250
1742,761,245010260
1743,760,245010272
1745,762,245010283
1749,771,245010294
1757,778,245010305
1762,786,245010317
1761,783,245010327
1793,777,245010339
1800,777,245010349
1804,778,245010360
1816,786,245010372
1829,787,245010383
1847,784,245010393
1857,777,245010405
1859,775,245010416
1869,766,245010427
1867,767,245010451
1866,768,245010454
1861,764,245010460
1862,760,245010472
1861,766,245010483
1864,771,245010494
1862,774,245010505
1862,781,245010516
1855,788,245010527
1851,793,245010539
1859,792,245010552
1868,790,245010561
1871,787,245010571
1882,795,245010583
1882,792,245010594
1882,794,245010604
1876,770,245010616
1870,760,245010627
1872,753,245010638
1872,750,245010649
1873,746,245010673
1874,742,245010677
1872,735,245010683
1877,739,245010697
1876,732,245010705
1874,714,245010716
1877,714,245010727
1872,702,245010739
1868,697,245010749
1867,695,245010760
1881,697,245010771
1881,697,245010782
2533,-353,245011790
2533,-353,245011801
2091,-361,245011815
1378,-374,245011823
1356,-377,245011834
1363,-377,245011846
1543,-337,245011857
1559,-340,245011868
1565,-344,245011879
1569,-347,245011890
1563,-333,245011903
1539,-290,245011913
1535,-237,245011924
1540,-222,245011934
1583,-221,245011946
1632,-172,245011957
1639,-121,245011967
1660,-128,245011981
1645,-87,245012002
1627,-76,245012006
1622,-39,245012015
1602,-1,245012024
1590,33,245012034
1583,76,245012052
1563,124,245012062
1536,176,245012068
1532,198,245012079
1531,207,245012090
1533,235,245012102
1505,348,245012134
1471,375,245012146
1447,398,245012157
1458,411,245012168
1433,423,245012180
1699,554,245012190
1718,558,245012201
2136,825,245012213
2113,816,245012223
2087,807,245012235
2160,849,245012246
2231,897,245012257
2365,986,245012267
2393,1045,245012279
2544,1165,245012290
2560,1153,245012301
2569,1154,245012313
2548,1148,245012322
2498,1154,245012337
2553,1131,245012390
2484,1150,245012401
2396,1147,245012413
2397,1147,245012424
2324,1149,245012434
2279,1155,245012447
2218,1183,245012460
2185,1195,245012468
2178,1197,245012478
2175,1197,245012490
2193,1183,245012526
2283,1128,245012534
2206,1116,245012548
2179,1115,245012556
2063,1134,245012568
2026,1139,245012578
2024,1138,245012591
2000,1121,245012600
2086,1012,245012613
2090,1012,245012623
2108,1007,245012637
2172,948,245012646
2198,925,245012656
2242,890,245012682
2237,888,245012686
2238,890,245012691
2237,892,245012701
2246,915,245012713
2244,929,245012723
2230,935,245012735
2213,951,245012747
2213,948,245012756
2203,972,245012768
2199,996,245012780
2194,1003,245012789
2185,1021,245012801
2178,1029,245012813
2176,1035,245012823
2168,1042,245012834
2163,1061,245012847
2161,1063,245012856
2159,1063,245012868
2149,1063,245012880
2061,1095,245012889
1998,1117,245012900
1968,1125,245012913
1965,1126,245012923
1944,1131,245012934
1936,1137,245012946
1934,1138,245012956
1919,1142,245012967
1897,1150,245012979
1902,1151,245012990
1895,1150,245013001
1893,1151,245013013
1884,1153,245013023
1870,1155,245013033
1848,1150,245013046
1845,1150,245013056
1840,1147,245013068
1836,1147,245013079
1810,1162,245013089
1792,1165,245013100
1755,1173,245013112
1748,1174,245013123
1726,1179,245013134
1714,1179,245013146
1710,1178,245013157
1685,1170,245013167
1670,1164,245013181
1660,1161,245013190
1575,1182,245013200
1522,1200,245013213
1500,1213,245013223
1480,1226,245013234
1432,1256,245013247
1399,1278,245013256
1329,1326,245013267
1275,1356,245013279
989,1386,245013289
1008,1392,245013300
985,1385,245013312
1013,1398,245013323
1063,1438,245013334
1111,1482,245013346
1122,1495,245013356
1127,1503,245013367
1196,1553,245013379
1207,1561,245013391
1215,1568,245013400
1235,1573,245013412
1236,1583,245013424
1230,1588,245013433
1230,1577,245013448
1232,1574,245013456
1234,1567,245013467
1236,1569,245013478
1157,1540,245013488
1145,1535,245013499
1126,1367,245013523
1059,648,245013533
1045,495,245013545
1029,381,245013556
1020,309,245013566
1019,287,245013578
1024,231,245013588
1024,235,245013602
1014,247,245013612
1013,247,245013622
1018,247,245013633
999,236,245013645
962,227,245013655
922,219,245013666
986,103,245013766
972,91,245013779
972,91,245013792
979,86,245013799
974,90,245013812
975,92,245013823
966,111,245013833
1072,166,245013844
1066,161,245013855
1034,150,245013866
1021,143,245013878
1019,143,245013888
997,135,245013898
990,119,245013932
953,98,245013944
960,79,245013955
955,96,245013966
976,89,245013979
991,83,245013989
993,77,245014000
1014,82,245014011
1014,90,245014021
1013,95,245014032
1016,100,245014045
1022,106,245014054
1023,113,245014065
1003,107,245014077
1000,107,245014091
982,104,245014099
963,99,245014110
975,85,245014123
997,108,245014132
996,108,245014146
998,110,245014157
979,104,245014166
985,110,245014177
997,118,245014188
991,116,245014199
1006,99,245014212
1016,121,245014221
1011,109,245014234
1018,105,245014245
1024,107,245014255
1039,111,245014266
1056,115,245014280
1064,113,245014289
1084,117,245014299
1090,126,245014311
1090,128,245014323
1090,127,245014332
1084,134,245014344
1086,151,245014354
1189,68,245014492
1189,68,245014502
1189,68,245014514
1178,70,245014568
1145,77,245014579
1135,79,245014590
1306,131,245014738
1306,131,245014749
1306,131,245014759
1177,122,245014993
1177,122,245015002
1177,122,245015013
1386,-22,245015312
1294,91,245015321
1294,91,245015338
1290,111,245015344
1443,-35,245015409
1390,15,245015420
1422,-14,245015432
1451,-41,245015469
1397,6,245015478
1395,27,245015488
1396,23,245015499
1390,36,245015510
1376,34,245015521
1362,24,245015553
1357,28,245015564
1352,31,245015575
1374,-6,245015643
1504,-141,245015654
1441,-91,245015671
1421,-64,245015678
1365,-13,245015688
1363,-10,245015699
1361,-10,245015710
1365,-8,245015722
1378,-6,245015732
1381,1,245015743
1376,13,245015799
1375,10,245015810
1376,17,245015823
1385,22,245015833
1392,33,245015844
1402,41,245015888
1402,50,245015900
1419,63,245015910
1436,80,245015921
1444,88,245015937
1449,100,245015945
1450,110,245015954
1435,138,245015968
1431,144,245015977
1426,156,245015988
1428,161,245015999
1431,166,245016010
1432,179,245016021
1435,182,245016032
1436,180,245016044
1434,173,245016055
1434,170,245016066
1437,174,245016079
1436,175,245016088
1436,180,245016100
1433,177,245016110
1431,175,245016120
1429,186,245016132
1429,184,245016146
1427,188,245016154
1427,185,245016166
1426,184,245016178
1429,165,245016188
1430,163,245016200
1428,162,245016210
1426,159,245016221
1427,158,245016232
1428,160,245016243
1427,161,245016254
1421,164,245016266
1424,165,245016277
1424,165,245016288
1433,165,245016299
1434,166,245016310
1435,164,245016321
1436,159,245016333
1436,158,245016343
1439,149,245016354
1440,148,245016366
1441,146,245016377
1439,155,245016388
1438,158,245016401
1438,158,245016410
1443,161,245016421
1444,163,245016436
1443,169,245016443
1444,185,245016454
1448,193,245016471
1449,193,245016478
1450,190,245016487
1480,178,245016499
1498,175,245016510
1502,174,245016521
1503,173,245016532
1508,172,245016543
1513,170,245016554
1529,165,245016567
1528,165,245016576
1534,158,245016588
1532,156,245016600
1533,153,245016609
1529,159,245016621
1533,155,245016631
1532,157,245016644
1535,168,245016802
1509,142,245016812
1513,152,245016824
1515,160,245016836
1515,152,245016846
1514,140,245016858
1517,136,245016869
1519,142,245016880
1521,146,245016890
1534,144,245016902
1539,145,245016913
1561,148,245016923
1620,216,245016936
1793,403,245016979
1856,461,245016991
1719,467,245017002
1554,387,245017013
1576,188,245017025
1563,217,245017035
1528,198,245017047
1505,229,245017057
1492,245,245017068
1488,244,245017079
1544,213,245017091
1580,137,245017102
1582,139,245017116
1582,147,245017124
1578,149,245017136
1574,146,245017146
1574,141,245017157
1574,138,245017168
1576,138,245017179
1585,136,245017191
1589,136,245017202
1587,138,245017213
1587,138,245017224
1592,135,245017234
1599,135,245017246
1608,136,245017258
1608,138,245017269
1608,140,245017280
1600,144,245017291
1599,144,245017302
1601,142,245017313
1602,141,245017324
1607,139,245017335
1606,142,245017345
1605,142,245017358
1601,145,245017369
1599,146,245017379
1602,147,245017390
1606,148,245017403
1608,152,245017412
1606,156,245017424
1604,158,245017435
1550,161,245017446
1357,184,245017457
1253,187,245017469
1196,191,245017479
1136,191,245017491
1098,187,245017501
1068,184,245017512
1018,177,245017524
1003,179,245017542
1005,203,245017545
1003,189,245017559
1008,207,245017569
1006,204,245017578
1004,211,245017591
1003,214,245017602
1005,214,245017612
1007,214,245017624
1009,215,245017634
1001,195,245017646
998,189,245017667
996,192,245017670
1000,201,245017679
1002,201,245017693
1004,203,245017703
1005,205,245017713
1005,205,245017724
1006,205,245017735
1006,205,245017746
999,232,245017758
999,236,245017768
1012,230,245017778
1020,228,245017791
1015,231,245017802
1014,231,245017812
1019,216,245017824
1033,200,245017834
1036,205,245017846
1058,204,245017857
1063,205,245017868
1072,207,245017879
1076,210,245017890
1079,212,245017901
1084,216,245017914
1078,230,245017924
1082,231,245017941
1082,235,245017951
1085,245,245017957
1078,244,245017968
1076,240,245017979
1072,223,245017990
1068,206,245018002
1071,208,245018012
1073,205,245018024
1077,201,245018035
1075,203,245018046
1075,207,245018057
1104,189,245018067
1115,190,245018078
1138,185,245018090
1138,187,245018100
1155,182,245018112
1163,178,245018125
1174,175,245018136
1181,174,245018146
1185,170,245018156
1191,170,245018170
1189,170,245018180
1181,172,245018191
1181,172,245018202
1180,171,245018212
1180,174,245018224
1177,177,245018236
1174,176,245018246
1173,178,245018257
1177,177,245018268
1177,178,245018279
1187,176,245018291
1188,176,245018304
1192,181,245018312
1188,182,245018324
1226,184,245018335
1244,183,245018345
1261,178,245018358
1267,177,245018368
1293,177,245018378
1307,197,245018390
1308,204,245018402
1309,209,245018412
1305,210,245018424
1304,198,245018434
1305,197,245018446
1309,194,245018457
1317,192,245018467
1317,193,245018478
1316,196,245018490
1318,188,245018528
1310,194,245018532
1300,187,245018535
1300,188,245018540
1303,182,245018546
1302,182,245018557
1296,181,245018568
1288,170,245018578
1286,170,245018590
1286,173,245018601
1286,170,245018611
1289,178,245018623
1287,180,245018634
1287,179,245018645
1285,178,245018657
1285,179,245018668
1292,185,245018679
1293,186,245018690
1294,187,245018701
1292,193,245018712
1289,196,245018723
1290,196,245018734
1290,197,245018745
1289,200,245018756
1360,199,245018768
1412,180,245018779
1416,183,245018790
1417,182,245018801
1420,181,245018812
1425,178,245018823
1427,177,245018836
1432,191,245018844
1430,199,245018856
1432,192,245018870
1431,191,245018877
1431,193,245018890
1432,197,245018901
1432,197,245018911
1431,206,245018923
1434,219,245018934
1434,219,245018951
1435,217,245018957
1435,209,245018967
1428,196,245018978
1427,199,245018990
1425,197,245019001
1418,198,245019012
1406,194,245019024
1402,195,245019034
1404,198,245019044
1402,202,245019058
1402,204,245019067
1402,206,245019078
1403,204,245019089
1412,203,245019101
1414,202,245019111
1415,201,245019126
1417,201,245019134
1416,201,245019145
1412,199,245019158
1409,199,245019167
1406,198,245019178
1408,193,245019189
1407,191,245019201
1407,189,245019211
1408,188,245019223
1409,187,245019234
1410,187,245019244
1415,183,245019256
1448,186,245019268
1466,192,245019278
1470,192,245019289
1473,196,245019301
1483,199,245019311
1484,203,245019323
1484,205,245019334
1492,211,245019346
1487,207,245019357
1481,211,245019367
1483,215,245019379
1506,220,245019390
1508,220,245019401
1503,222,245019411
1500,226,245019423
1508,235,245019434
1504,230,245019446
1505,229,245019461
1498,228,245019468
1497,228,245019478
1499,228,245019489
1504,227,245019508
1509,225,245019529
1536,202,245019578
1548,196,245019597
1537,196,245019614
1518,197,245019632
1518,196,245019652
1534,204,245019656
1536,205,245019670
1542,218,245019677
1538,206,245019689
1407,219,245019700
1381,222,245019711
1220,233,245019723
1213,235,245019734
1178,219,245019745
1172,216,245019756
1167,213,245019767
1160,212,245019778
1165,194,245019789
1163,189,245019801
1164,190,245019811
1166,191,245019822
1166,196,245019834
1165,195,245019844
1157,201,245019857
1156,209,245019867
1156,213,245019877
1155,217,245019890
1154,217,245019900
1153,216,245019910
1155,218,245019924
1162,215,245019934
1189,201,245019945
1195,198,245019956
1214,188,245019967
1218,185,245019978
1216,185,245019989
1227,180,245020001
1227,174,245020011
1227,176,245020022
1222,172,245020034
1211,172,245020044
1154,179,245020056
1147,179,245020067
1128,184,245020077
1126,184,245020090
1123,185,245020100
1120,186,245020111
1129,189,245020122
1129,199,245020134
1132,194,245020145
1132,192,245020156
1138,197,245020167
1137,195,245020178
1138,197,245020189
1136,194,245020200
1130,196,245020211
1125,196,245020222
1083,219,245020234
1070,230,245020244
1061,241,245020256
1057,248,245020267
1041,263,245020278
1039,267,245020292
1036,276,245020300
1037,304,245020311
1035,289,245020322
1044,290,245020334
1045,285,245020344
1045,284,245020356
1045,283,245020368
1045,288,245020378
1039,285,245020389
1035,284,245020400
1035,282,245020411
1033,280,245020422
1028,273,245020434
1025,270,245020445
1027,257,245020456
1027,249,245020468
1026,245,245020478
1026,245,245020489
1025,241,245020500
1024,241,245020510
1027,256,245020522
1030,254,245020533
1037,256,245020544
1037,259,245020557
1071,250,245020566
1081,248,245020577
1088,246,245020589
1096,245,245020600
1146,232,245020610
1173,218,245020622
1193,207,245020633
1199,205,245020644
1195,205,245020655
1191,206,245020667
1189,210,245020678
1187,213,245020688
1187,202,245020699
1187,208,245020710
1199,208,245020722
1203,207,245020733
1197,212,245020743
1197,211,245020755
1193,221,245020766
1196,221,245020777
1198,220,245020788
1196,216,245020799
1195,214,245020811
1193,213,245020822
1189,209,245020833
1185,210,245020844
1184,209,245020855
1180,206,245020866
1178,207,245020877
1177,209,245020888
1174,219,245020900
1172,218,245020910
1171,220,245020921
1173,220,245020933
1173,216,245020945
1175,215,245020955
1177,219,245020966
1175,228,245020977
1175,228,245020990
1175,235,245020999
1178,220,245021010
1180,221,245021022
1200,222,245021033
1197,223,245021047
1191,228,245021055
1174,241,245021066
1174,244,245021076
1180,247,245021088
1183,262,245021100
1185,261,245021110
1184,260,245021121
1186,252,245021132
1192,249,245021143
1201,251,245021155
1207,253,245021166
1211,248,245021177
1223,237,245021188
1234,232,245021199
1262,233,245021210
1268,233,245021221
1265,233,245021233
1271,228,245021243
1279,230,245021254
1281,228,245021266
1288,241,245021277
1292,252,245021290
1292,255,245021299
1293,256,245021310
1295,261,245021321
1296,241,245021333
1297,238,245021345
1295,240,245021354
1293,242,245021366
1291,240,245021376
1289,227,245021388
1290,225,245021399
1290,228,245021409
1293,232,245021421
1295,230,245021433
1298,226,245021443
1299,220,245021458
1300,213,245021466
1297,208,245021477
1302,207,245021488
1322,216,245021502
1319,215,245021510
1327,236,245021532
1326,236,245021535
1319,233,245021543
1324,235,245021555
1325,228,245021566
1333,225,245021576
1336,218,245021592
1336,216,245021600
1336,215,245021610
1338,208,245021622
1339,205,245021635
1339,203,245021644
1339,203,245021654
1338,206,245021666
1337,212,245021677
1334,219,245021688
1333,226,245021703
1325,232,245021712
1321,244,245021720
1229,400,245021887
1229,400,245021898
1229,400,245021909
1240,386,245021921
1293,323,245021931
1340,268,245021944
1343,217,245021955
1346,207,245021965
1346,206,245021976
1347,205,245021987
1342,224,245021999
1341,226,245022010
1344,213,245022021
1344,213,245022032
1344,232,245022045
1340,229,245022055
1340,225,245022066
1338,225,245022077
1339,228,245022088
1338,229,245022098
1290,201,245022109
1282,200,245022121
1268,196,245022133
1226,178,245022143
1201,175,245022154
1179,185,245022170
1177,186,245022176
1176,185,245022187
1181,179,245022200
1176,178,245022209
1180,179,245022221
1180,176,245022232
1174,167,245022242
1174,166,245022253
1173,163,245022265
1174,159,245022276
1177,158,245022287
1182,165,245022298
1182,166,245022309
1181,173,245022322
1181,174,245022331
1186,183,245022343
1188,182,245022354
1194,172,245022364
1194,169,245022376
1196,165,245022389
1191,163,245022399
1181,161,245022409
1181,155,245022420
1144,154,245022431
1135,154,245022443
1115,155,245022454
1111,156,245022465
1096,173,245022475
1094,173,245022487
1092,174,245022499
1086,187,245022513
1086,180,245022520
1085,180,245022532
1086,181,245022543
1085,186,245022554
1087,192,245022565
1088,192,245022580
1092,195,245022588
1091,196,245022599
1092,197,245022610
1092,193,245022621
1094,195,245022633
1095,194,245022643
1095,195,245022654
1096,193,245022665
1096,190,245022676
1134,186,245022687
1259,209,245022698
1272,210,245022709
1293,214,245022720
1309,216,245022731
1325,221,245022742
1352,248,245022754
1379,257,245022765
1404,260,245022778
1413,241,245022787
1413,236,245022799
1415,242,245022809
1416,242,245022820
1423,250,245022832
1431,246,245022842
1431,252,245022854
1428,246,245022866
1429,250,245022875
1425,256,245022887
1425,263,245022899
1424,260,245022909
1422,259,245022920
1428,256,245022932
1438,254,245022943
1440,254,245022954
1452,250,245022964
1465,251,245022975
1478,248,245022987
1493,246,245022998
1505,242,245023009
1503,240,245023020
1506,235,245023030
1511,234,245023042
1507,238,245023053
1503,240,245023064
1499,236,245023075
1491,229,245023086
1491,220,245023098
1490,224,245023108
1486,223,245023121
1484,221,245023131
1485,223,245023142
1488,215,245023153
1487,210,245023164
1488,207,245023176
1491,202,245023189
1488,202,245023198
1479,205,245023209
1470,207,245023220
1464,207,245023231
1460,211,245023242
1462,209,245023253
1472,210,245023265
1507,220,245023276
1521,225,245023287
1543,219,245023298
1559,224,245023308
1563,225,245023320
1597,227,245023331
1597,227,245023342
1598,228,245023353
1603,233,245023364
1607,237,245023381
1604,255,245023387
1602,262,245023398
1602,261,245023411
1604,247,245023420
1605,249,245023431
1608,251,245023442
1608,250,245023455
1609,250,245023464
1605,250,245023474
1607,248,245023486
1600,248,245023498
1600,248,245023508
1599,249,245023520
1593,259,245023532
1590,260,245023542
1588,258,245023554
1583,254,245023564
1573,257,245023574
1570,269,245023587
1575,274,245023598
1578,274,245023609
1577,267,245023619
1571,268,245023631
1458,275,245023641
1314,285,245023653
1275,290,245023664
1227,303,245023675
1208,305,245023690
1191,307,245023699
1163,309,245023708
1082,323,245023722
1037,334,245023732
1025,337,245023742
1023,317,245023753
1023,318,245023772
1025,318,245023780
1027,315,245023787
1027,314,245023799
1026,316,245023809
1025,330,245023820
1024,332,245023831
1025,336,245023844
1028,336,245023853
1029,335,245023864
1030,335,245023875
1028,335,245023886
1019,333,245023897
1019,333,245023908
1022,338,245023919
1021,345,245023931
1011,362,245023942
1003,355,245023953
1004,342,245023964
1005,341,245023983
1008,335,245023987
998,322,245024000
997,323,245024008
997,321,245024020
1005,317,245024031
1014,306,245024041
1013,309,245024053
1013,304,245024064
1012,301,245024075
1012,298,245024086
1011,301,245024098
1017,301,245024108
1016,305,245024120
1027,305,245024131
1037,304,245024142
1042,304,245024153
1048,305,245024164
1051,306,245024175
1073,303,245024189
1098,299,245024197
1119,299,245024208
1112,296,245024219
1114,297,245024231
1114,296,245024242
1121,297,245024252
1122,298,245024264
1117,301,245024276
1120,299,245024286
1120,299,245024298
1122,298,245024308
1128,310,245024319
1128,310,245024329
1131,315,245024341
1132,313,245024353
1138,308,245024364
1140,296,245024375
1139,299,245024386
1138,303,245024398
1141,308,245024408
1141,308,245024419
1195,303,245024430
1203,306,245024442
1205,308,245024453
1206,309,245024465
1209,311,245024476
1205,313,245024486
1210,313,245024498
1217,308,245024534
1217,307,245024537
1218,301,245024540
1222,295,245024544
1227,290,245024552
1229,285,245024565
1230,294,245024574
1231,296,245024586
1230,300,245024596
1229,305,245024607
1230,301,245024619
1230,304,245024630
1230,304,245024641
1226,291,245024652
1217,261,245024663
1218,265,245024674
1223,278,245024685
1220,278,245024696
1209,293,245024709
1201,296,245024719
1200,291,245024730
1201,284,245024741
1200,288,245024752
1201,292,245024764
1203,289,245024774
1211,291,245024785
1222,291,245024796
1231,295,245024807
1236,297,245024819
1242,301,245024830
1244,298,245024841
1262,295,245024852
1272,294,245024863
1270,291,245024875
1269,291,245024885
1274,292,245024897
1275,292,245024907
1277,286,245024919
1277,282,245024930
1268,268,245024941
1265,267,245024952
1264,267,245024964
1265,269,245024974
1266,269,245024985
1269,279,245024997
1272,285,245025008
1271,282,245025019
1269,268,245025030
1269,266,245025041
1273,262,245025052
1284,263,245025063
1309,272,245025074
1308,273,245025085
1317,274,245025096
1321,271,245025107
1322,260,245025118
1321,259,245025130
1321,260,245025141
1321,264,245025152
1324,266,245025164
1322,264,245025173
1319,274,245025185
1318,287,245025197
1317,296,245025207
1315,301,245025219
1314,301,245025230
1314,302,245025240
1313,301,245025252
1313,306,245025264
1320,300,245025275
1326,290,245025286
1368,267,245025297
1368,267,245025307
1372,264,245025319
1398,259,245025330
1396,257,245025341
1390,263,245025352
1394,262,245025363
1398,263,245025374
1402,257,245025385
1402,262,245025396
1402,263,245025406
1409,271,245025418
1412,274,245025430
1411,277,245025440
1410,276,245025452
1405,282,245025464
1408,292,245025474
1406,293,245025487
1408,273,245025497
1408,266,245025507
1408,266,245025518
1416,272,245025530
1416,270,245025540
1417,272,245025553
1416,271,245025563
1417,267,245025573
1416,268,245025585
1415,269,245025596
1415,267,245025607
1413,263,245025622
1403,254,245025630
1400,250,245025640
1400,251,245025652
1397,254,245025664
1397,254,245025673
1396,264,245025686
1396,265,245025696
1397,267,245025707
1398,268,245025718
1399,272,245025729
1402,270,245025742
1417,263,245025751
1425,262,245025763
1433,259,245025774
1448,254,245025785
1456,250,245025796
1469,247,245025808
1489,251,245025818
1501,252,245025829
1511,253,245025840
1513,251,245025851
1519,260,245025862
1521,266,245025873
1527,271,245025885
1529,273,245025896
1530,278,245025906
1528,281,245025918
1528,283,245025929
1524,284,245025940
1522,281,245025951
1522,281,245025968
1517,278,245025973
1515,278,245025985
1507,277,245025996
1505,277,245026006
1503,277,245026018
1505,276,245026029
1508,275,245026039
1508,276,245026051
1507,282,245026063
1509,283,245026073
1508,286,245026084
1506,285,245026096
1503,280,245026108
1503,279,245026118
1507,285,245026132
1507,286,245026140
1508,286,245026152
1508,282,245026163
1508,280,245026173
1506,273,245026184
1504,270,245026195
1503,275,245026206
1503,270,245026218
1502,268,245026229
1501,268,245026239
1502,271,245026251
1541,262,245026262
1551,253,245026273
1560,248,245026284
1561,249,245026295
1565,249,245026306
1574,247,245026317
1583,253,245026329
1580,260,245026339
1581,257,245026352
1579,263,245026362
1579,262,245026373
1581,259,245026384
1584,242,245026396
1584,241,245026406
1583,226,245026418
1580,218,245026429
1576,217,245026439
1576,218,245026457
1570,224,245026468
1568,226,245026473
1568,227,245026484
1544,232,245026496
1256,280,245026507
1144,300,245026517
1086,305,245026529
1054,309,245026539
1039,314,245026551
1022,319,245026562
1006,333,245026573
1005,337,245026584
1008,333,245026596
1013,333,245026606
1015,335,245026617
1014,337,245026628
1013,341,245026640
1013,343,245026651
1016,338,245026662
1015,340,245026673
1017,335,245026684
1016,333,245026695
1019,332,245026706
1021,329,245026717
1024,332,245026728
1024,331,245026740
1023,333,245026751
1023,339,245026764
1022,340,245026777
1021,337,245026784
1018,336,245026796
1016,338,245026805
1015,345,245026817
1011,351,245026828
1012,356,245026839
1006,354,245026851
1009,353,245026862
1008,354,245026873
1007,355,245026884
1000,340,245026896
1004,341,245026906
1004,340,245026917
1005,338,245026929
1006,337,245026939
1011,335,245026951
1015,334,245026962
1015,334,245026972
1008,324,245026984
1013,328,245026995
1011,326,245027006
1002,320,245027017
1002,318,245027028
1000,316,245027040
1006,330,245027050
1006,333,245027061
1005,332,245027072
