X Gaze Data, Y Gaze Data, Time 
1779,442,154730853
1841,468,154730863
1859,476,154730876
1888,487,154730886
1913,497,154730896
1958,518,154730906
2022,550,154730918
2080,584,154730929
2132,607,154730939
2126,621,154730951
2131,615,154730962
2133,614,154730973
2133,619,154730984
2138,623,154730998
2138,625,154731006
2143,621,154731018
2148,617,154731029
2151,613,154731041
2174,591,154731051
2174,588,154731062
2174,587,154731073
2172,585,154731085
2174,573,154731097
2175,572,154731109
2180,576,154731119
2166,588,154731129
2166,588,154731139
2167,584,154731151
2168,578,154731162
2153,579,154731172
2123,575,154731184
2095,561,154731195
2074,548,154731206
2041,1102,154731661
2041,1102,154731671
2041,1102,154731683
2153,1083,154731739
2481,1028,154731750
2528,1025,154731763
2558,1042,154731773
2467,1018,154731783
2448,1007,154731796
2457,1005,154731806
2508,973,154731818
2529,947,154731829
2549,922,154731838
2608,929,154731851
2606,933,154731862
2602,936,154731872
2602,953,154731883
2626,969,154731905
2624,950,154731919
2665,992,154731931
2727,1069,154731939
2740,1090,154731951
2792,1093,154731964
2797,1087,154731972
2808,1081,154731984
2837,1027,154731996
2843,1015,154732005
2823,1049,154732017
2758,1028,154732030
2778,1007,154732039
2709,1002,154732050
2747,1074,154732062
2745,1072,154732074
2785,1121,154732087
2792,1108,154732097
2796,1104,154732104
2790,1079,154732118
2886,1106,154732130
2901,1109,154732138
2954,1074,154732151
2985,1041,154732162
2991,1035,154732172
2978,1038,154732184
2965,1044,154732195
2967,1062,154732205
2964,1051,154732217
2967,1062,154732228
2913,1032,154732245
2870,1081,154732262
2892,1088,154732271
2910,1093,154732283
3066,975,154732295
3070,970,154732304
3046,981,154732317
3073,1035,154732328
3098,1050,154732338
3094,1047,154732350
3006,959,154732384
3047,990,154732394
3027,978,154732405
3001,958,154732417
2969,942,154732427
2934,924,154732438
2936,1178,154732617
2936,1178,154732628
2936,1178,154732638
2941,1140,154732684
2958,1012,154732694
2964,966,154732704
2966,959,154732718
3005,979,154732728
3007,977,154732739
3007,983,154732750
3005,1013,154732761
3004,1030,154732771
3003,1071,154732784
2964,1063,154732794
2946,1060,154732804
2953,1073,154732817
2965,1063,154732828
2966,1062,154732838
2970,1095,154732851
2979,1135,154732861
2981,1141,154732871
2980,1141,154732884
2958,1135,154732894
2941,1132,154732904
2934,1151,154732928
2763,1149,154732937
2562,1114,154732950
2095,940,154732961
1945,862,154732971
1895,847,154732983
1886,844,154732994
1873,845,154733004
1867,832,154733017
1860,823,154733028
1859,818,154733037
1852,828,154733050
1870,833,154733061
1878,820,154733074
1881,815,154733084
1879,843,154733094
1879,856,154733108
1878,857,154733117
1874,862,154733133
1865,856,154733142
1858,864,154733154
1859,862,154733161
1861,862,154733171
1860,849,154733183
1856,843,154733194
1859,834,154733206
1859,834,154733216
1857,833,154733227
1843,831,154733237
1836,831,154733250
1842,836,154733261
1844,837,154733272
1827,836,154733283
1820,834,154733294
1809,837,154733307
1814,838,154733319
1825,839,154733328
1837,840,154733339
1875,836,154733353
1545,890,154733361
1530,893,154733371
1435,921,154733383
1380,979,154733394
1369,983,154733404
1223,1035,154733417
1212,1041,154733427
1205,1045,154733437
1208,1092,154733450
1205,1095,154733460
1209,1101,154733471
1234,1138,154733483
1225,1128,154733494
1227,1129,154733504
1218,1130,154733516
1217,1143,154733528
1230,1144,154733538
1250,1141,154733550
1270,1139,154733561
1295,1135,154733570
1301,1179,154733583
1302,1185,154733595
1303,1188,154733604
1259,1170,154733617
1258,1169,154733627
1273,1165,154733638
1260,1166,154733650
1257,1167,154733660
1259,1168,154733671
1251,1176,154733683
1234,1187,154733694
1231,1189,154733704
1230,1193,154733716
1233,1199,154733729
1238,1205,154733741
1320,1212,154733749
1612,1206,154733767
1935,1217,154733771
2149,1278,154733785
2923,1414,154733860
2990,1429,154733870
2989,1423,154733883
2785,1222,154733893
2783,1220,154733903
2925,1247,154733927
2941,1252,154733937
2969,1259,154733949
2990,1279,154733960
2992,1277,154733970
2998,1284,154733982
3000,1285,154733995
3008,1279,154734004
3045,1233,154734015
3040,1241,154734027
3042,1240,154734037
3044,1238,154734049
3045,1233,154734060
3027,1243,154734072
3004,1248,154734083
2989,1239,154734094
2893,1181,154734103
2899,1157,154734115
2912,1205,154734127
2917,1217,154734137
2860,1232,154734150
2850,1232,154734160
2845,1237,154734170
2828,1203,154734182
2789,1172,154734202
2783,1167,154734208
2953,1197,154734260
2956,1198,154734270
2929,1179,154734282
2905,1179,154734293
2889,1174,154734303
2715,1039,154734316
2710,1044,154734327
2705,1047,154734336
2728,1038,154734348
2159,647,154734515
2159,647,154734526
2159,647,154734536
2101,639,154734559
1854,607,154734569
1763,533,154734582
1580,280,154734593
1570,264,154734604
1569,264,154734616
1561,257,154734626
1553,251,154734636
1494,245,154734654
1498,245,154734664
1494,242,154734671
1473,238,154734683
1464,246,154734696
1468,243,154734704
1456,246,154734717
1454,246,154734727
1449,247,154734736
1448,247,154734751
1443,243,154734760
1437,238,154734771
1437,237,154734783
1437,236,154734794
1434,238,154734804
1427,241,154734819
1423,245,154734827
1414,245,154734836
1414,242,154734849
1412,241,154734859
1407,253,154734870
1412,276,154734887
1413,279,154734894
1408,278,154734905
1410,270,154734916
1409,272,154734928
1408,269,154734937
1407,269,154734949
1407,268,154734959
1410,270,154734970
1416,258,154734982
1417,257,154734993
1417,253,154735003
1402,259,154735015
1404,259,154735026
1411,258,154735036
1408,252,154735049
1426,263,154735059
1479,296,154735069
1607,370,154735090
2127,492,154735100
2156,487,154735106
2162,485,154735117
2169,476,154735127
2191,490,154735139
2205,480,154735149
2213,463,154735159
2234,459,154735169
2235,452,154735192
2244,461,154735202
2242,457,154735215
2252,491,154735226
2248,488,154735236
2244,489,154735249
2245,487,154735259
2243,494,154735269
2242,493,154735281
2243,494,154735292
2243,493,154735302
2243,481,154735314
2244,481,154735326
2086,471,154735336
1981,457,154735348
1395,375,154735359
1374,372,154735369
1333,370,154735381
1306,369,154735392
1287,368,154735403
1270,374,154735419
1273,371,154735427
1271,370,154735435
1265,363,154735448
1252,363,154735459
1252,363,154735469
1255,360,154735481
1254,359,154735492
1253,359,154735502
1249,365,154735514
1251,364,154735526
1250,364,154735536
1248,365,154735548
1245,366,154735559
1243,363,154735569
1229,348,154735581
1226,342,154735592
1229,342,154735603
1237,342,154735618
1246,341,154735626
1340,332,154735635
1623,334,154735649
1707,372,154735659
1708,374,154735669
1708,376,154735684
1715,378,154735693
1713,379,154735703
1699,386,154735715
1672,397,154735725
1672,401,154735735
1668,406,154735748
1659,399,154735759
1584,368,154735770
1594,377,154735781
1427,285,154735792
1387,263,154735802
1353,243,154735814
1306,210,154735825
1280,185,154735839
1263,170,154735849
1243,153,154735859
1233,146,154735869
1194,109,154735894
1190,102,154735899
1182,87,154735904
1173,88,154735915
1171,86,154735927
1164,77,154735936
1155,75,154735948
1154,76,154735959
1150,77,154735969
1140,78,154735981
1137,78,154735992
1127,87,154736002
1128,89,154736015
1126,94,154736025
1135,91,154736036
1140,89,154736048
1139,89,154736063
1130,94,154736070
1124,97,154736081
1124,98,154736092
1137,91,154736102
1159,90,154736115
1165,90,154736128
1166,90,154736135
1162,89,154736148
1178,110,154736159
1182,117,154736169
1192,124,154736180
1261,59,154736192
1265,56,154736202
1260,71,154736214
1239,115,154736225
1180,224,154736235
1186,229,154736358
1186,229,154736368
1210,196,154736381
1253,152,154736392
1286,130,154736402
1329,87,154736414
1328,102,154736426
1335,99,154736436
1333,105,154736451
1317,107,154736461
1313,108,154736469
1298,127,154736480
1286,138,154736499
1295,138,154736514
1304,140,154736518
1313,135,154736525
1311,134,154736536
1312,135,154736548
1316,133,154736558
1316,133,154736569
1308,132,154736581
1312,131,154736592
1267,133,154736602
1259,133,154736615
1256,133,154736625
1246,134,154736635
1233,134,154736647
1213,149,154736659
1214,161,154736669
1225,168,154736681
1243,171,154736693
1245,172,154736706
1245,171,154736714
1231,157,154736724
1229,154,154736735
1220,157,154736748
1225,158,154736758
1222,155,154736769
1205,155,154736781
1189,151,154736791
1195,152,154736801
1194,152,154736814
1206,148,154736824
1204,149,154736835
1205,143,154736848
1206,141,154736858
1217,140,154736869
1251,140,154736881
1253,140,154736892
1246,136,154736905
1251,133,154736914
1258,133,154736926
1272,136,154736935
1277,138,154736947
1294,137,154736958
1299,136,154736968
1298,137,154736981
1296,142,154736991
1299,142,154737003
1289,138,154737015
1288,137,154737025
1284,136,154737035
1283,142,154737048
1267,142,154737058
1214,143,154737068
1178,141,154737080
1039,165,154737090
903,189,154737101
1223,227,154737881
1299,272,154737892
1299,272,154737902
1297,274,154737914
1272,260,154737924
1261,254,154737935
1289,294,154737958
1288,293,154737969
1289,295,154737981
1234,229,154738014
1244,242,154738024
1231,224,154738035
1224,223,154738048
1213,223,154738058
1201,218,154738069
1190,230,154738083
1192,225,154738096
1190,232,154738103
1412,247,154738691
1412,247,154738701
1412,247,154738713
1397,225,154738780
1360,169,154738790
1345,147,154738802
1338,136,154738814
1320,118,154738825
1313,109,154738835
1305,110,154738848
1298,108,154738858
1299,108,154738869
1300,108,154738881
1299,108,154738891
1298,107,154738901
1299,107,154738913
1306,104,154738924
1312,91,154738935
1319,71,154738947
1327,81,154738958
1326,87,154738968
1326,92,154738980
1321,91,154738990
1317,89,154739001
1303,80,154739014
1302,74,154739024
1296,59,154739035
1293,23,154739047
1311,-46,154739058
1312,-48,154739068
1317,-41,154739081
1327,-30,154739090
1334,-28,154739101
1341,-26,154739114
1377,-27,154739124
1383,-27,154739134
1431,-45,154739147
1440,-45,154739157
1441,-45,154739167
1445,-45,154739180
1438,-30,154739190
1438,-30,154739201
1440,-28,154739214
1441,-29,154739223
1441,-30,154739234
1441,-31,154739248
1440,-27,154739258
1437,-21,154739267
1437,-21,154739280
1432,-3,154739290
1439,-4,154739301
1447,63,154739347
1452,68,154739357
1453,69,154739367
1459,79,154739381
1465,97,154739390
1465,100,154739401
1466,100,154739414
1497,65,154739423
1512,48,154739435
1523,33,154739447
1526,31,154739456
1528,30,154739467
1534,26,154739480
1591,26,154739490
1597,25,154739500
1569,19,154739514
1599,1,154739523
1604,-1,154739533
1618,5,154739547
1618,19,154739557
1619,22,154739567
1616,24,154739580
1597,42,154739590
1588,51,154739600
1589,55,154739613
1581,65,154739623
1580,66,154739633
1579,63,154739648
1512,-3,154739691
1511,-5,154739700
1508,-7,154739713
1507,-3,154739723
1507,-1,154739733
1506,11,154739746
1502,66,154739756
1499,73,154739767
1506,68,154739780
1510,64,154739789
1519,63,154739800
1528,54,154739813
1526,51,154739823
1526,49,154739834
1532,40,154739847
1535,34,154739857
1536,34,154739868
1536,35,154739882
1536,33,154739893
1535,31,154739903
1531,32,154739914
1534,31,154739922
1525,30,154739936
1525,30,154739947
1523,30,154739956
1517,37,154739967
1524,28,154739980
1528,27,154739990
1533,28,154740000
1585,47,154740013
1592,51,154740023
1598,58,154740034
1609,70,154740046
1617,74,154740056
1618,73,154740069
1618,66,154740080
1617,67,154740092
1618,63,154740102
1623,66,154740113
1628,63,154740123
1630,59,154740134
1628,65,154740147
1632,73,154740156
1634,63,154740167
1637,67,154740180
1637,70,154740190
1638,77,154740200
1634,74,154740213
1633,74,154740223
1632,74,154740233
1628,78,154740247
1371,107,154740256
1342,110,154740267
1233,136,154740280
1216,138,154740289
1207,139,154740300
1193,141,154740314
1179,145,154740324
1172,147,154740337
1184,148,154740347
1181,142,154740355
1181,142,154740367
1183,142,154740380
1209,177,154740389
1208,177,154740401
1210,173,154740414
1204,168,154740423
1203,167,154740433
1199,167,154740447
1193,163,154740456
1187,154,154740467
1173,146,154740480
1163,133,154740489
1160,137,154740500
1160,132,154740514
1157,135,154740527
1158,133,154740534
1160,138,154740547
1156,139,154740556
1157,141,154740567
1155,140,154740582
1152,128,154740589
1153,125,154740600
1155,124,154740613
1157,127,154740622
1158,121,154740634
1166,112,154740647
1193,109,154740656
1280,121,154740667
1287,120,154740680
1290,120,154740689
1289,120,154740700
1263,125,154740713
1262,125,154740726
1265,127,154740734
1265,120,154740749
1245,114,154740756
1226,87,154740767
1230,81,154740780
1232,72,154740788
1231,74,154740800
1231,76,154740813
1226,81,154740822
1220,87,154740833
1357,93,154740946
1363,76,154740956
1363,76,154740966
1361,76,154740980
1356,78,154740994
1341,83,154741000
1344,82,154741013
1327,119,154741022
1327,122,154741033
1317,119,154741046
1318,111,154741056
1323,100,154741066
1333,74,154741102
1333,72,154741112
1332,71,154741118
1334,67,154741127
1340,49,154741130
1340,47,154741135
1343,41,154741147
1351,32,154741156
1354,32,154741167
1364,24,154741179
1372,27,154741189
1380,29,154741199
1437,65,154741214
1453,71,154741222
1456,75,154741234
1456,92,154741246
1462,90,154741256
1459,91,154741267
1461,91,154741280
1459,96,154741289
1445,129,154741299
1442,140,154741313
1443,143,154741322
1445,144,154741334
1450,150,154741346
1452,151,154741355
1453,153,154741367
1451,153,154741381
1460,144,154741389
1485,129,154741401
1479,136,154741414
1479,136,154741423
1479,132,154741438
1482,131,154741446
1566,117,154741456
1572,116,154741466
1578,120,154741479
1579,121,154741488
1591,131,154741500
1598,127,154741512
1600,124,154741522
1604,112,154741533
1601,103,154741546
1600,101,154741555
1594,95,154741567
1589,95,154741579
1586,95,154741588
1584,100,154741599
1585,107,154741613
1582,112,154741622
1575,122,154741636
1572,136,154741649
1566,144,154741656
1559,165,154741671
1558,167,154741682
1560,168,154741690
1561,169,154741699
1572,169,154741712
1435,185,154741722
1381,188,154741733
1249,158,154741746
1232,156,154741755
1219,153,154741766
1186,150,154741779
1179,148,154741788
1173,149,154741799
1164,158,154741812
1164,160,154741822
1163,157,154741832
1164,157,154741846
1168,156,154741860
1169,154,154741866
1168,152,154741879
1159,137,154741888
1160,143,154741899
1163,137,154741912
1167,125,154741922
1168,124,154741932
1168,124,154741946
1166,132,154741954
1166,133,154741965
1163,138,154741979
1159,153,154741991
1158,155,154741999
1147,178,154742012
1135,198,154742021
1134,200,154742032
1136,196,154742046
1147,164,154742058
1149,158,154742066
1150,158,154742079
1220,145,154742088
1231,142,154742099
1244,130,154742112
1297,36,154742121
1302,50,154742133
1301,51,154742145
1301,53,154742154
1289,103,154742165
1286,103,154742179
1284,102,154742187
1283,100,154742199
1274,117,154742212
1268,135,154742221
1271,118,154742232
1288,90,154742245
1288,90,154742255
1287,91,154742265
1287,93,154742279
1286,92,154742288
1287,88,154742299
1298,72,154742311
1370,57,154742321
1373,57,154742332
1359,54,154742345
1357,60,154742355
1359,63,154742365
1384,76,154742378
1392,85,154742387
1392,86,154742402
1388,90,154742411
1384,95,154742422
1385,93,154742432
1395,81,154742445
1401,73,154742455
1402,69,154742469
1466,66,154742479
1581,61,154742488
1576,70,154742499
1582,80,154742512
1574,92,154742521
1577,90,154742532
1580,83,154742545
1585,81,154742554
1585,85,154742565
1581,67,154742578
1572,71,154742588
1572,64,154742598
1583,45,154742611
1589,43,154742621
1592,41,154742631
1591,41,154742645
1588,55,154742654
1587,61,154742665
1586,68,154742678
1590,71,154742691
1590,71,154742698
1588,86,154742712
1574,116,154742721
1569,125,154742732
1570,123,154742745
1568,98,154742754
1562,107,154742766
1561,111,154742779
1559,117,154742788
1556,130,154742798
1554,135,154742811
1567,119,154742821
1571,114,154742832
1562,134,154742845
1529,143,154742854
1504,149,154742864
1370,138,154742878
1280,175,154742887
1241,187,154742899
1188,209,154742911
1147,224,154742921
1130,231,154742931
1123,235,154742945
1122,236,154742955
1121,237,154742965
1119,236,154742978
1119,210,154742988
1120,202,154742998
1121,192,154743012
1121,203,154743020
1121,204,154743032
1122,198,154743045
1137,140,154743054
1137,139,154743065
1137,138,154743078
1142,115,154743087
1142,115,154743098
1143,113,154743111
1143,128,154743121
1144,130,154743133
1145,194,154743145
1147,201,154743154
1147,202,154743165
1149,203,154743178
1150,208,154743188
1150,209,154743198
1151,208,154743211
1176,175,154743345
1176,175,154743358
1176,177,154743368
1176,177,154743378
1232,159,154743388
1260,143,154743398
1254,141,154743411
1254,141,154743420
1247,141,154743432
1241,139,154743445
1241,137,154743454
1242,135,154743465
1227,130,154743478
1223,124,154743486
1222,122,154743498
1222,122,154743511
1242,120,154743520
1256,121,154743531
1259,122,154743544
1299,97,154743553
1302,96,154743566
1349,61,154743577
1358,53,154743587
1361,51,154743598
1361,50,154743611
1362,48,154743620
1366,41,154743631
1365,41,154743644
1366,33,154743652
1369,28,154743664
1366,29,154743678
1351,50,154743687
1349,52,154743697
1355,66,154743711
1356,69,154743721
1357,71,154743731
1348,71,154743743
1473,53,154743877
1473,53,154743886
1473,53,154743897
1473,49,154743910
1477,36,154743920
1476,39,154743930
1476,38,154743944
1473,30,154743954
1473,29,154743965
1473,19,154743978
1472,11,154743994
1470,11,154743998
1471,11,154744010
1465,49,154744020
1465,53,154744030
1464,30,154744044
1447,46,154744053
1445,46,154744063
1438,62,154744092
1443,59,154744096
1447,56,154744101
1448,55,154744110
1426,93,154744120
1421,100,154744130
1430,114,154744143
1437,128,154744152
1441,133,154744163
1442,133,154744177
1443,120,154744188
1444,108,154744197
1453,98,154744211
1466,87,154744220
1475,82,154744230
1474,83,154744244
1469,93,154744253
1446,119,154744263
1434,119,154744277
1435,117,154744286
1435,116,154744297
1428,127,154744310
1456,129,154744319
1452,127,154744330
1500,135,154744343
1501,135,154744353
1515,131,154744363
1528,145,154744376
1535,150,154744392
1536,151,154744397
1547,153,154744409
1551,146,154744419
1551,145,154744430
1555,144,154744443
1558,151,154744452
1558,151,154744463
1558,149,154744476
1555,155,154744485
1555,156,154744496
1556,158,154744509
1576,168,154744519
1580,170,154744530
1592,180,154744542
1596,184,154744552
1596,186,154744563
1366,244,154744642
1252,252,154744652
1192,257,154744662
1189,254,154744675
1174,243,154744684
1167,238,154744696
1488,119,154745574
1488,119,154745585
1488,119,154745595
1481,122,154745609
1450,138,154745621
1434,146,154745632
1402,176,154745647
1404,174,154745651
1406,173,154745662
1405,173,154745675
1416,167,154745684
1427,161,154745696
1424,163,154745709
1432,163,154745718
1433,163,154745729
1446,156,154745741
1530,153,154745751
1539,152,154745762
1559,150,154745775
1560,149,154745785
1561,149,154745795
1578,148,154745808
1582,156,154745818
1582,156,154745829
1572,149,154745841
1553,162,154745854
1552,162,154745864
1551,165,154745875
1574,202,154746008
1574,202,154746018
1574,202,154746029
1575,196,154746044
1586,153,154746052
1587,148,154746062
1586,145,154746075
1585,142,154746084
1585,141,154746095
1586,142,154746109
1596,157,154746118
1598,160,154746129
1591,151,154746142
1604,163,154746151
1605,164,154746162
1608,172,154746176
1486,195,154746185
1482,196,154746196
1456,203,154746209
1435,206,154746218
1434,206,154746229
1432,210,154746242
1429,210,154746251
1427,210,154746265
1424,201,154746277
1422,199,154746289
1422,199,154746296
1419,195,154746309
1410,215,154746318
1409,218,154746329
1395,248,154746342
1388,282,154746351
1387,283,154746362
1384,295,154746376
1412,273,154746384
1417,269,154746395
1417,268,154746409
1418,258,154746417
1418,247,154746429
1422,217,154746442
1483,196,154746451
1501,191,154746463
1529,169,154746475
1552,135,154746494
1555,131,154746499
1571,121,154746509
1575,125,154746518
1578,125,154746528
1578,122,154746542
1571,128,154746551
1568,130,154746562
1566,133,154746575
1565,144,154746585
1565,144,154746595
1565,151,154746608
1568,149,154746617
1568,148,154746628
1569,147,154746641
1559,149,154746651
1559,149,154746662
1550,148,154746678
1550,146,154746688
1550,146,154746696
1551,138,154746712
1552,136,154746721
1552,136,154746728
1556,137,154746742
1557,137,154746751
1559,137,154746762
1559,138,154746775
1560,140,154746784
1560,140,154746795
1561,141,154746808
1563,142,154746817
1563,139,154746829
1562,135,154746841
1557,133,154746851
1555,132,154746862
1551,111,154746875
1549,122,154746884
1548,128,154746896
1537,151,154746909
1541,200,154746918
1541,201,154746928
1529,211,154746942
1552,214,154746952
1561,214,154746962
1641,203,154746975
1649,202,154746984
1652,202,154746995
1664,200,154747009
1684,198,154747018
1685,198,154747028
1685,197,154747042
1684,196,154747051
1684,196,154747062
1685,196,154747076
1690,187,154747104
1691,186,154747114
1700,184,154747117
1619,177,154747122
1544,170,154747128
1414,169,154747142
1338,170,154747152
1274,171,154747161
1142,185,154747175
1106,191,154747184
1085,195,154747195
1066,212,154747208
1066,214,154747217
1064,215,154747228
1064,217,154747241
1103,154,154747251
1104,152,154747261
1110,140,154747275
1078,123,154747284
1078,122,154747295
1078,115,154747308
1081,112,154747317
1081,112,154747328
1086,102,154747374
1164,90,154747383
1207,83,154747394
1230,83,154747408
1264,90,154747417
1266,94,154747428
1250,104,154747441
1258,108,154747451
1259,110,154747461
1256,119,154747475
1246,127,154747484
1246,128,154747495
1246,128,154747507
1530,161,154750245
1525,176,154750260
1525,176,154750266
1526,177,154750279
1543,208,154750288
1540,203,154750299
1554,216,154750312
1557,217,154750321
1559,216,154750332
1552,213,154750345
1539,216,154750354
1538,216,154750366
1537,216,154750379
1496,218,154750388
1494,218,154750399
1493,219,154750412
1509,222,154750421
1511,223,154750432
1517,226,154750445
1527,238,154750455
1528,240,154750465
1525,244,154750479
1524,246,154750487
1523,246,154750499
1529,239,154750512
1522,237,154750521
1522,237,154750532
1520,239,154750545
1505,235,154750554
1504,234,154750565
1504,235,154750579
1490,235,154750588
1488,235,154750599
1482,236,154750612
1488,231,154750621
1491,229,154750632
1474,231,154750646
1430,227,154750654
1410,227,154750665
1371,224,154750679
1237,250,154750688
1231,251,154750700
1172,232,154750712
1170,231,154750721
1165,251,154750732
1152,255,154750745
1146,260,154750755
1145,259,154750765
1142,252,154750779
1139,247,154750788
1138,246,154750799
1133,246,154750812
1117,250,154750821
1114,250,154750832
1114,250,154750846
1113,249,154750854
1115,249,154750866
1113,252,154750879
1119,263,154750888
1121,269,154750905
1125,267,154750912
1126,268,154750921
1127,268,154750932
1128,267,154750945
1132,266,154750955
1135,265,154750965
1136,265,154750978
1114,257,154750988
1118,253,154750999
1121,248,154751012
1125,247,154751021
1128,246,154751032
1135,248,154751045
1194,216,154751055
1196,215,154751065
1193,216,154751078
1197,218,154751087
1201,217,154751098
1201,236,154751112
1203,239,154751120
1201,245,154751132
1194,255,154751145
1217,258,154751154
1219,257,154751165
1212,261,154751178
1211,260,154751187
1210,260,154751198
1210,254,154751212
1152,307,154751221
1142,315,154751232
1124,331,154751243
1294,194,154751344
1294,194,154751358
1294,194,154751365
1289,199,154751378
1261,224,154751387
1247,238,154751398
1246,232,154751411
1245,223,154751420
1245,217,154751431
1253,217,154751445
1293,235,154751454
1294,231,154751465
1298,234,154751478
1299,235,154751487
1296,253,154751498
1294,258,154751511
1290,169,154751520
1290,166,154751536
1299,159,154751544
1341,147,154751554
1334,148,154751564
1347,140,154751578
1342,146,154751587
1343,146,154751598
1320,184,154751611
1321,197,154751620
1321,199,154751631
1328,200,154751644
1332,203,154751654
1332,203,154751665
1333,206,154751678
1346,178,154751687
1348,174,154751698
1354,166,154751711
1355,164,154751720
1357,162,154751732
1372,129,154751748
1369,131,154751754
1366,136,154751767
1355,151,154751777
1440,180,154751789
1452,189,154751800
1458,201,154751811
1458,204,154751820
1458,207,154751832
1456,198,154751844
1451,191,154751854
1451,188,154751866
1452,199,154751878
1443,195,154751887
1436,186,154751898
1441,190,154751911
1442,189,154751920
1441,186,154751931
1440,185,154751945
1455,221,154751953
1462,229,154751965
1466,229,154751978
1450,222,154751986
1444,220,154751997
1447,221,154752011
1456,214,154752020
1464,209,154752031
1467,205,154752044
1529,130,154752053
1529,129,154752065
1530,134,154752078
1556,130,154752087
1558,129,154752098
1552,129,154752111
1550,142,154752119
1551,146,154752131
1552,174,154752144
1545,191,154752153
1545,193,154752164
1539,191,154752178
